Team_Std,TotalGames,TotalWins,Q1_Games,Q1_WinPct,Q1_NetEff,Q2_Games,Q2_WinPct,Q2_NetEff,Q3_Games,Q3_WinPct,Q3_NetEff,Q4_Games,Q4_WinPct,Q4_NetEff,Q1_Wins,Q1_Losses,Q2_Wins,Q2_Losses,Q3_Wins,Q3_Losses,Q4_Wins,Q4_Losses,Team,WinRate_Score,NetEff_Score,Quadrant_Score,Paper_Tiger_Score,Paper_Tiger_Flag,Quality_WinPct,Cupcake_WinPct,Kentucky_Score,Kentucky_Flag,DataThrough,Season,Team_KP,Seed,ConfShort,Coach,Wins,Losses,AdjEM,RankAdjEM,Pythag,RankPythag,AdjOE,RankAdjOE,OE,RankOE,AdjDE,RankAdjDE,DE,RankDE,Tempo,RankTempo,AdjTempo,RankAdjTempo,Luck,RankLuck,SOS,RankSOS,SOSO,RankSOSO,SOSD,RankSOSD,NCSOS,RankNCSOS,Event,APL_Off,RankAPL_Off,APL_Def,RankAPL_Def,ConfAPL_Off,RankConfAPL_Off,ConfAPL_Def,RankConfAPL_Def,KP_Rank,TQPR,TQPR_Rank
Georgia Tech Yellow Jackets,9,6,2,0.5,0.7,0,0.0,0.0,2,0.5,1.4,5,0.8,8.5,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,Georgia Tech Yellow Jackets,0.5555555555555556,3.2333333333333334,32.73777777777778,52.49564492918276,False,0.5,0.7142857142857143,10.714285714285715,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,37.20822222222222,176
Northern Iowa,17,12,1,0.0,-2.5,3,0.0,-7.033333333333334,1,1.0,0.4666666666666666,12,0.9166666666666666,25.099999999999998,0.0,1.0,0.0,3.0,1.0,0.0,11.0,1.0,Northern Iowa Panthers,0.3684210526315789,2.7219409282700417,16.373606092670247,62.596736035927655,True,0.0,0.9230769230769231,46.15384615384615,True,"Monday, January 12",2026.0,Northern Iowa,0.0,MVC,Ben Jacobson,12.0,5.0,8.0788,98.0,0.7131,93.0,106.152,211.0,104.669,230.0,98.0732,24.0,94.5951,13.0,63.7383,364.0,62.3257,364.0,-0.034,263.0,-0.5971,192.0,108.554,192.0,109.151,192.0,-1.2068,217.0,,18.99,342.0,18.34,342.0,19.28,10.0,19.01,10.0,98.0,37.16952142655223,177
Southeast Missouri State Redhawks,8,6,0,0.0,0.0,0,0.0,0.0,2,0.5,-2.0,6,0.8333333333333334,24.3,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,Southeast Missouri State Redhawks,0.6666666666666666,12.61111111111111,29.044444444444444,90.45671438309475,True,0.0,0.75,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,37.16555555555556,178
Southern Illinois Salukis,5,3,0,0.0,0.0,1,1.0,34.5,0,0.0,0.0,4,0.5,8.7,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,Southern Illinois Salukis,0.7777777777777778,19.75714285714286,34.902857142857144,83.640081799591,True,1.0,0.5,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.965999999999994,179
Western Michigan Broncos,3,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.6666666666666666,19.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Western Michigan Broncos,0.6666666666666666,19.199999999999996,31.68,100.0,True,0.0,0.6666666666666666,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.837999999999994,180
USC Trojans,4,3,0,0.0,0.0,0,0.0,0.0,1,0.0,-11.2,3,1.0,30.8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,USC Trojans,0.5,14.0,28.1,90.45671438309475,True,0.0,0.75,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.834999999999994,181
UAB Blazers,4,3,0,0.0,0.0,1,0.0,-7.5,0,0.0,0.0,3,1.0,37.3,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,UAB Blazers,0.375,14.899999999999997,27.835,81.73142467620995,True,0.0,1.0,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.74225,182
San Diego State,15,11,2,0.0,-15.5,3,0.6666666666666666,2.8000000000000003,2,0.5,7.766666666666667,8,1.0,22.866666666666664,0.0,2.0,2.0,1.0,1.0,1.0,8.0,0.0,San Diego State Aztecs,0.4666666666666667,2.1313725490196083,28.519215686274507,56.00999772778914,False,0.4,0.9,25.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.73172549019608,183
Saint Joseph's,10,7,1,1.0,1.45,0,0.0,0.0,3,0.6666666666666666,1.85,6,0.6666666666666666,6.75,1.0,0.0,0.0,0.0,2.0,1.0,4.0,2.0,Saint Joseph's,0.782608695652174,3.409322033898305,34.58112011790715,62.917518745739606,True,1.0,0.6666666666666666,0.0,False,"Monday, January 12",2026.0,Saint Joseph's,0.0,A10,Steve Donahue,10.0,7.0,-2.7866,195.0,0.425,196.0,104.639,252.0,103.58,247.0,107.426,137.0,106.322,151.0,69.3191,181.0,67.8044,190.0,0.0851,38.0,-2.1422,246.0,107.067,281.0,109.21,195.0,-6.0219,324.0,,17.57,204.0,17.21,176.0,19.73,13.0,16.44,2.0,195.0,36.570602041267506,184
Omaha Mavericks,8,6,0,0.0,0.0,0,0.0,0.0,3,0.3333333333333333,-17.6,5,1.0,26.5,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,Omaha Mavericks,0.5714285714285714,2.445454545454545,26.69246753246753,85.68507157464212,True,0.0,0.75,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.34236363636363,185
Buffalo,16,13,0,0.0,0.0,0,0.0,0.0,4,0.75,1.4666666666666668,12,0.8333333333333334,12.966666666666667,0.0,0.0,0.0,0.0,3.0,1.0,10.0,2.0,Buffalo Bulls,0.7916666666666666,5.889743589743591,25.98089743589744,90.45671438309475,True,0.0,0.8125,0.0,False,"Monday, January 12",2026.0,Buffalo,0.0,MAC,George Halcovage,13.0,3.0,-1.2119,175.0,0.4695,172.0,113.449,100.0,118.271,46.0,114.661,300.0,109.039,208.0,66.8723,290.0,66.7595,245.0,0.0278,132.0,-7.166,351.0,104.716,344.0,111.882,340.0,-7.269,344.0,,17.47,185.0,18.39,347.0,17.82,10.0,17.94,13.0,175.0,36.25842110256411,186
Dayton,4,2,1,0.0,-2.85,1,0.0,-6.4,0,0.0,0.0,2,1.0,16.25,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,Dayton,0.13333333333333333,0.29857142857142854,16.11942857142857,63.4628493524199,True,0.0,1.0,50.0,True,"Monday, January 12",2026.0,Dayton,0.0,A10,Anthony Grant,12.0,4.0,11.5714,74.0,0.7795,70.0,111.283,127.0,110.898,129.0,99.7121,30.0,98.2823,38.0,69.5006,171.0,68.1679,171.0,0.0202,150.0,-0.8623,201.0,108.93,167.0,109.792,239.0,-0.6229,199.0,,17.15,151.0,17.29,192.0,17.25,6.0,19.01,11.0,74.0,36.175318,187
Kent State Golden Flashes,9,6,0,0.0,0.0,2,1.0,13.4,1,0.0,-6.8,6,0.6666666666666666,13.3,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,Kent State Golden Flashes,0.7368421052631579,10.253846153846153,29.703877642825006,69.82503976369007,True,1.0,0.5714285714285714,-21.42857142857143,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.14635717498875,188
Idaho,4,3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,4,0.75,10.85,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Idaho,0.75,10.85,32.09,100.0,True,0.0,0.75,0.0,False,"Monday, January 12",2026.0,Idaho,0.0,BSky,Alex Pribble,10.0,6.0,-3.2958,204.0,0.4163,204.0,110.479,137.0,111.304,120.0,113.774,278.0,111.886,264.0,68.725,207.0,66.4178,259.0,0.0498,88.0,-1.4527,214.0,108.59,187.0,110.043,261.0,0.6753,163.0,,18.2,279.0,17.03,131.0,16.27,2.0,18.53,9.0,204.0,36.13921,189
UMass Lowell River Hawks,4,3,0,0.0,0.0,0,0.0,0.0,1,0.0,-51.9,3,1.0,49.1,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,UMass Lowell River Hawks,0.5,8.7,25.98,90.45671438309475,True,0.0,0.75,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,36.092999999999996,190
Hawai'i,3,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.6666666666666666,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Hawai'i,0.6666666666666666,13.0,29.200000000000003,100.0,True,0.0,0.6666666666666666,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.97,191
DePaul,3,2,0,0.0,0.0,1,0.0,-21.5,0,0.0,0.0,2,1.0,20.3,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,DePaul,0.2857142857142857,-4.779999999999999,17.61180952380952,78.55032947057487,True,0.0,1.0,0.0,False,"Monday, January 12",2026.0,DePaul,0.0,BE,Chris Holtmann,10.0,7.0,6.4268,108.0,0.6713,108.0,106.763,205.0,105.211,220.0,100.336,43.0,99.5324,48.0,69.1654,189.0,67.7294,196.0,0.0079,183.0,0.9269,138.0,109.851,127.0,108.924,175.0,-10.2383,362.0,,17.74,224.0,16.91,109.0,19.05,11.0,16.32,3.0,108.0,35.960489333333335,192
Western Carolina Catamounts,3,2,0,0.0,0.0,0,0.0,0.0,1,0.0,-7.1,2,1.0,62.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Western Carolina Catamounts,0.4,27.7,29.08,87.27561917745966,True,0.0,0.6666666666666666,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.928,193
St. Bonaventure Bonnies,3,2,0,0.0,0.0,1,0.0,-9.8,1,1.0,6.0,1,1.0,49.9,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,St. Bonaventure Bonnies,0.4444444444444444,5.416666666666668,28.833333333333336,65.82594864803454,True,0.0,1.0,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.84166666666666,194
Troy Trojans,5,3,0,0.0,0.0,2,0.5,0.0,0,0.0,0.0,3,0.6666666666666666,40.6,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,Troy Trojans,0.5384615384615384,13.533333333333335,31.644102564102567,67.280163599182,True,0.5,0.6666666666666666,8.333333333333332,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.825435897435895,195
Wright State Raiders,3,2,0,0.0,0.0,1,0.0,-1.2,0,0.0,0.0,2,1.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,Wright State Raiders,0.2857142857142857,22.480000000000004,28.515809523809523,78.55032947057487,True,0.0,1.0,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.73053333333333,196
Northern Colorado,7,4,1,1.0,3.85,0,0.0,0.0,2,0.0,-7.7,4,0.75,8.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,Northern Colorado*,0.6111111111111112,1.3308510638297872,32.889483282674775,61.82685753237901,True,1.0,0.5,0.0,False,"Monday, January 12",2026.0,Northern Colorado,0.0,BSky,Steve Smiley,11.0,6.0,-0.3827,162.0,0.4901,162.0,111.089,132.0,113.07,97.0,111.472,236.0,111.554,262.0,70.4877,122.0,69.3285,109.0,0.0273,135.0,-1.4999,216.0,109.707,130.0,111.207,323.0,-1.4974,224.0,,17.21,158.0,17.06,145.0,16.95,4.0,17.42,5.0,162.0,35.582910720364744,197
Jacksonville State,7,4,1,1.0,9.6,0,0.0,0.0,2,0.5,-6.1,4,0.5,2.5,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,Jacksonville State,0.7222222222222222,1.8382978723404253,32.092462006079025,61.82685753237901,True,1.0,0.5,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.553790273556224,198
Temple,12,9,1,0.0,-9.4,0,0.0,0.0,4,0.75,2.1999999999999997,7,0.8571428571428571,11.8,0.0,1.0,0.0,0.0,3.0,1.0,6.0,1.0,Temple,0.5555555555555556,2.46865671641791,21.65412935323383,75.36923426493979,True,0.0,0.8181818181818182,0.0,False,"Monday, January 12",2026.0,Temple,0.0,Amer,Adam Fisher,11.0,5.0,1.5686,145.0,0.5396,146.0,114.561,84.0,114.783,76.0,112.993,264.0,108.221,190.0,65.7792,329.0,66.0922,273.0,0.0474,94.0,-4.9837,326.0,104.052,354.0,109.035,185.0,-3.288,275.0,,18.37,292.0,17.99,305.0,19.36,12.0,16.82,4.0,145.0,35.55199527363184,199
Kansas Jayhawks,13,9,3,0.3333333333333333,-7.6,1,1.0,4.3,0,0.0,0.0,9,0.7777777777777778,16.9,1.0,2.0,1.0,0.0,0.0,0.0,7.0,2.0,Kansas Jayhawks,0.5263157894736842,0.6181818181818184,26.08532940743467,48.99061402128886,False,0.5,0.7777777777777778,13.88888888888889,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.26448067721752,200
Cal State Northridge,3,2,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.6666666666666666,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Cal State Northridge,0.6666666666666666,7.499999999999999,27.0,100.0,True,0.0,0.6666666666666666,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.199999999999996,201
Marshall,7,5,0,0.0,0.0,0,0.0,0.0,2,1.0,6.0,5,0.6,2.1,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,Marshall,0.8181818181818182,3.8333333333333335,26.35151515151515,89.093387866394,True,0.0,0.7142857142857143,0.0,False,"Monday, January 12",2026.0,Marshall,0.0,SB,Cornelius Jackson,11.0,6.0,-0.7853,166.0,0.4794,166.0,109.233,154.0,109.74,143.0,110.019,194.0,107.66,186.0,71.2031,87.0,69.9532,83.0,0.0794,43.0,-2.2524,253.0,107.621,250.0,109.874,246.0,-0.8166,206.0,,15.65,35.0,17.87,288.0,15.43,2.0,18.8,13.0,166.0,35.16716901731602,202
Bowling Green Falcons,16,11,1,0.0,-11.8,3,0.3333333333333333,-5.4,3,0.3333333333333333,1.6,9,1.0,39.1,0.0,1.0,1.0,2.0,1.0,2.0,9.0,0.0,Bowling Green Falcons,0.4146341463414634,4.726315789473685,25.549062901155324,57.12338104976141,False,0.25,0.8333333333333334,29.166666666666668,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,35.00467201540436,203
UT Martin,12,8,0,0.0,0.0,1,1.0,8.45,6,0.3333333333333333,-13.799999999999999,5,1.0,8.9,0.0,0.0,1.0,0.0,2.0,4.0,5.0,0.0,UT Martin*,0.5714285714285714,-3.7861111111111097,25.866507936507936,69.00704385366963,True,1.0,0.6363636363636364,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.80327777777777,204
South Alabama,9,7,1,0.0,-21.1,1,1.0,1.45,2,1.0,8.0,5,0.8,6.95,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,South Alabama*,0.625,-0.5095238095238096,26.365634920634918,65.58357948950996,True,0.5,0.8571428571428571,17.857142857142854,False,"Monday, January 12",2026.0,South Alabama,0.0,SB,Richie Riley,12.0,5.0,-2.9618,200.0,0.4214,200.0,105.899,217.0,106.571,185.0,108.861,169.0,103.956,110.0,65.8475,326.0,64.5113,337.0,0.1045,21.0,-5.4181,334.0,105.269,331.0,110.687,302.0,-4.7567,299.0,,17.52,198.0,18.66,359.0,17.84,7.0,19.0,14.0,200.0,34.74526488888888,205
Ohio State,16,11,2,0.0,-4.133333333333334,3,0.3333333333333333,-3.566666666666667,3,0.6666666666666666,2.9000000000000004,8,1.0,19.366666666666667,0.0,2.0,1.0,2.0,2.0,1.0,8.0,0.0,Ohio State Buckeyes,0.3958333333333333,1.8593939393939394,24.806257575757577,54.73755964553511,False,0.2,0.9090909090909091,35.45454545454545,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.74469015151515,206
Colorado State,16,11,3,0.3333333333333333,-11.45,1,1.0,3.75,2,0.5,-1.9,10,0.8,22.4,1.0,2.0,1.0,0.0,1.0,1.0,8.0,2.0,Colorado State Rams,0.5333333333333333,-0.5661290322580638,24.773548387096774,46.421267893660534,False,0.5,0.75,12.5,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.73324193548387,207
Sam Houston Bearkats,8,5,0,0.0,0.0,1,1.0,10.3,2,0.0,-10.2,5,0.8,35.3,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,Sam Houston Bearkats,0.5625,13.883333333333335,27.365833333333335,76.95978186775733,True,1.0,0.5714285714285714,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.703041666666664,208
Ole Miss,16,9,4,0.0,-10.200000000000001,2,0.5,0.0,1,1.0,3.6,9,0.7777777777777778,22.2,0.0,4.0,1.0,1.0,1.0,0.0,7.0,2.0,Ole Miss Rebels,0.2777777777777778,-1.2428571428571422,7.502857142857145,57.12338104976141,False,0.16666666666666666,0.8,31.66666666666667,True,"Monday, January 12",2026.0,Mississippi,0.0,SEC,Chris Beard,9.0,7.0,12.158,70.0,0.7843,69.0,114.516,88.0,111.425,118.0,102.358,61.0,102.877,88.0,67.6242,260.0,65.8011,290.0,-0.0823,328.0,2.9213,88.0,110.506,92.0,107.585,101.0,-0.9583,211.0,,17.29,164.0,18.19,325.0,17.42,10.0,17.69,13.0,70.0,34.499376,209
Cornell,4,3,0,0.0,0.0,0,0.0,0.0,1,0.0,-5.3,3,1.0,18.7,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,Cornell,0.5,9.100000000000001,26.14,90.45671438309475,True,0.0,0.75,0.0,False,"Monday, January 12",2026.0,Cornell,0.0,Ivy,Jon Jaques,7.0,8.0,-2.7221,194.0,0.4344,192.0,117.248,65.0,118.274,45.0,119.97,350.0,119.702,347.0,74.7669,16.0,74.0731,9.0,-0.0863,334.0,-1.2606,208.0,108.082,219.0,109.342,205.0,-0.0703,182.0,,14.17,2.0,18.19,326.0,12.54,1.0,17.97,5.0,194.0,34.461693000000004,210
North Dakota Fighting Hawks,11,8,0,0.0,0.0,0,0.0,0.0,1,1.0,2.6,10,0.7,18.7,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,North Dakota Fighting Hawks,0.7692307692307693,14.100000000000003,22.25538461538462,96.52971432112535,True,0.0,0.7272727272727273,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.448475524475526,211
Vermont Catamounts,3,2,0,0.0,0.0,0,0.0,0.0,1,0.0,-5.8,2,1.0,39.1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Vermont Catamounts,0.4,16.65,24.66,87.27561917745966,True,0.0,0.6666666666666666,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.381,212
Portland,8,6,0,0.0,0.0,0,0.0,0.0,4,0.5,-6.5,4,1.0,16.5,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,Portland,0.625,1.1666666666666667,28.591666666666665,80.9134287661895,True,0.0,0.75,0.0,False,"Monday, January 12",2026.0,Portland,0.0,WCC,Shantay Legans,9.0,10.0,-4.1544,219.0,0.3913,219.0,106.068,214.0,104.145,239.0,110.222,203.0,111.953,265.0,71.2764,84.0,69.7125,94.0,0.0503,87.0,1.3708,127.0,110.991,71.0,109.621,221.0,-0.8135,204.0,,16.85,118.0,17.11,159.0,17.67,8.0,18.24,11.0,219.0,34.37371533333334,213
Grand Canyon Lopes,12,8,2,0.5,-1.3,0,0.0,0.0,1,0.0,-13.3,9,0.7777777777777778,15.8,1.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,Grand Canyon Lopes,0.5357142857142857,2.941379310344828,24.61702791461412,59.918200408997954,False,0.5,0.7,9.999999999999998,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.36595977011494,214
Penn State,12,8,3,0.0,-11.65,2,0.5,1.55,2,1.0,4.1,5,1.0,22.6,0.0,3.0,1.0,1.0,2.0,0.0,5.0,0.0,Penn State,0.35555555555555557,0.2909523809523809,24.449714285714286,51.556464439900026,False,0.2,1.0,40.0,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.307399999999994,215
South Carolina Gamecocks,7,5,0,0.0,0.0,1,0.0,-3.8,0,0.0,0.0,6,0.8333333333333334,22.4,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,South Carolina Gamecocks,0.45454545454545453,12.574999999999998,22.341688311688312,85.8214042263122,True,0.0,0.8333333333333334,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.28387662337662,216
Pennsylvania,9,6,1,0.0,-6.1,1,1.0,23.4,2,0.0,-15.9,5,1.0,12.4,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,Pennsylvania,0.4166666666666667,2.903174603174603,24.355714285714285,65.58357948950996,True,0.5,0.7142857142857143,10.714285714285715,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.274499999999996,217
UAlbany Great Danes,5,3,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.6,28.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,UAlbany Great Danes,0.6,28.900000000000002,26.560000000000002,100.0,True,0.0,0.6,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,34.046,218
Mercer,8,5,2,0.0,-9.7,1,1.0,7.9,1,0.0,-2.7,4,1.0,16.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,Mercer,0.32142857142857145,0.5787878787878794,22.19580086580087,54.73755964553511,False,0.3333333333333333,0.8,23.333333333333336,False,"Monday, January 12",2026.0,Mercer,0.0,SC,Ryan Ridder,10.0,7.0,1.7366,144.0,0.5447,144.0,112.372,110.0,113.429,93.0,110.635,212.0,111.443,258.0,70.5839,117.0,70.0746,73.0,-0.0316,250.0,2.6037,91.0,111.165,61.0,108.562,158.0,5.4727,56.0,,16.92,123.0,16.92,110.0,15.45,1.0,18.97,10.0,144.0,33.99770030303031,219
Northern Kentucky Norse,9,6,0,0.0,0.0,0,0.0,0.0,3,1.0,11.7,6,0.5,16.1,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,Northern Kentucky Norse,0.8,13.7,23.480000000000004,87.27561917745966,True,0.0,0.6666666666666666,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.967999999999996,220
Liberty Flames,8,6,1,0.0,-70.4,0,0.0,0.0,2,1.0,16.7,5,0.8,37.2,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,Liberty Flames,0.5263157894736842,-0.8784313725490205,19.83283797729618,76.95978186775733,True,0.0,0.8571428571428571,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.941493292053664,221
St. Thomas-Minnesota,11,8,1,0.0,-19.45,1,1.0,0.75,2,0.5,1.45,7,0.8571428571428571,1.5999999999999996,0.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,St. Thomas-Minnesota*,0.5384615384615384,-3.6119047619047615,20.422370962370962,68.66827787073187,True,0.5,0.7777777777777778,13.88888888888889,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.80692074592075,222
California Golden Bears,15,11,1,0.0,-4.7,0,0.0,0.0,5,0.8,8.9,9,0.7777777777777778,12.3,0.0,1.0,0.0,0.0,4.0,1.0,7.0,2.0,California Golden Bears,0.59375,7.086666666666669,18.88675,76.00545330606681,True,0.0,0.7857142857142857,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.360362499999994,223
Mississippi State,16,10,3,0.3333333333333333,-20.86666666666667,2,1.0,15.066666666666668,2,0.0,-13.033333333333331,9,0.7777777777777778,10.033333333333333,1.0,2.0,2.0,0.0,0.0,2.0,7.0,2.0,Mississippi State Bulldogs,0.5102040816326531,-5.573968253968253,22.97959637188209,44.03544648943422,False,0.6,0.6363636363636364,1.8181818181818188,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.16785873015873,224
Wichita State,17,10,2,0.5,0.19999999999999987,1,1.0,2.4,5,0.2,0.13333333333333316,9,0.7777777777777778,21.733333333333334,1.0,1.0,1.0,0.0,1.0,4.0,7.0,2.0,Wichita State Shockers,0.5111111111111111,4.654901960784314,24.391372549019607,42.7723645695497,False,0.6666666666666666,0.5714285714285714,-4.761904761904762,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.110509803921566,225
Texas State Bobcats,6,4,0,0.0,0.0,1,0.0,-10.9,1,0.0,-31.4,4,1.0,37.8,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,Texas State Bobcats,0.3333333333333333,6.188888888888887,20.808888888888887,78.55032947057487,True,0.0,0.8,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.033111111111104,226
Kennesaw State,7,5,0,0.0,0.0,0,0.0,0.0,2,0.0,-20.15,5,1.0,8.5,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,Kennesaw State,0.45454545454545453,-4.233333333333333,18.761212121212118,89.093387866394,True,0.0,0.7142857142857143,0.0,False,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.030709956709956,227
California Baptist Lancers,17,12,2,0.0,-12.2,0,0.0,0.0,5,0.4,-2.8,10,1.0,14.9,0.0,2.0,0.0,0.0,2.0,3.0,10.0,0.0,California Baptist Lancers,0.3902439024390244,-1.9999999999999991,19.113916786226685,66.83106780544529,True,0.0,0.8,40.0,True,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,33.02810616929698,228
